t;e;d;i;set

1.444;0;0;0;0
1.449;0;0;0;0
1.454;0;0;0;0
1.459;0;0;0;0
1.464;0;0;0;0
1.469;0;0;0;0
1.474;0;0;0;0
1.479;0;0;0;0
1.484;0;0;0;0
1.489;0;0;0;0
1.494;0;0;0;0
1.499;0;0;0;0
1.504;0;0;0;0
1.509;0;0;0;0
1.514;0;0;0;0
1.519;0;0;0;0
1.524;0;0;0;0
1.529;0;0;0;0
1.534;0;0;0;0
1.539;0;0;0;0
1.544;0;0;0;0
1.549;0;0;0;0
1.554;0;0;0;0
1.559;0;0;0;0
1.564;0;0;0;0
1.569;0;0;0;0
1.574;0;0;0;0
1.579;0;0;0;0
1.584;0;0;0;0
1.589;0;0;0;0
1.594;0;0;0;0
1.599;0;0;0;0
1.604;0;0;0;0
1.609;0;0;0;0
1.614;0;0;0;0
1.619;0;0;0;0
1.624;0;0;0;0
1.629;0;0;0;0
1.634;0;0;0;0
1.639;0;0;0;0
1.644;0;0;0;0
1.649;0;0;0;0
1.654;0;0;0;0
1.659;0;0;0;0
1.664;0;0;0;0
1.669;0;0;0;0
1.674;0;0;0;0
1.679;0;0;0;0
1.684;0;0;0;0
1.689;0;0;0;0
1.694;0;0;0;0
1.699;0;0;0;0
1.704;0;0;0;0
1.709;0;0;0;0
1.714;0;0;0;0
1.719;0;0;0;0
1.724;0;0;0;0
1.729;0;0;0;0
1.734;0;0;0;0
1.739;0;0;0;0
1.744;0;0;0;0
1.749;0;0;0;0
1.754;0;0;0;0
1.759;0;0;0;0
1.764;0;0;0;0
1.769;0;0;0;0
1.774;0;0;0;0
1.779;0;0;0;0
1.784;0;0;0;0
1.789;0;0;0;0
1.794;0;0;0;0
1.799;0;0;0;0
1.804;0;0;0;0
1.809;0;0;0;0
1.814;0;0;0;0
1.819;0;0;0;0
1.824;0;0;0;0
1.829;0;0;0;0
1.834;0;0;0;0
1.839;0;0;0;0
1.844;0;0;0;0
1.849;0;0;0;0
1.854;0;0;0;0
1.859;0;0;0;0
1.864;0;0;0;0
1.869;0;0;0;0
1.874;0;0;0;0
1.879;0;0;0;0
1.884;0;0;0;0
1.889;0;0;0;0
1.894;0;0;0;0
1.899;0;0;0;0
1.904;0;0;0;0
1.909;0;0;0;0
1.914;0;0;0;0
1.919;0;0;0;0
1.924;0;0;0;0
1.929;0;0;0;0
1.934;0;0;0;0
1.939;0;0;0;0
1.944;0;0;0;0
1.949;0;0;0;0
1.954;0;0;0;0
1.959;0;0;0;0
1.964;0;0;0;0
1.969;0;0;0;0
1.974;0;0;0;0
1.979;0;0;0;0
1.984;0;0;0;0
1.989;0;0;0;0
1.994;0;0;0;0
1.999;0;0;0;0
2.004;0;0;0;0
2.009;0;0;0;0
2.014;0;0;0;0
2.019;0;0;0;0
2.024;0;0;0;0
2.029;0;0;0;0
2.034;0;0;0;0
2.039;0;0;0;0
2.044;0;0;0;0
2.049;0;0;0;0
2.054;0;0;0;0
2.059;0;0;0;0
2.064;0;0;0;0
2.069;0;0;0;0
2.074;0;0;0;0
2.079;0;0;0;0
2.084;0;0;0;0
2.089;0;0;0;0
2.094;0;0;0;0
2.099;0;0;0;0
2.104;0;0;0;0
2.109;0;0;0;0
2.114;0;0;0;0
2.119;0;0;0;0
2.124;0;0;0;0
2.129;0;0;0;0
2.134;0;0;0;0
2.139;0;0;0;0
2.144;0;0;0;0
2.149;0;0;0;0
2.154;0;0;0;0
2.159;0;0;0;0
2.164;0;0;0;0
2.169;0;0;0;0
2.174;0;0;0;0
2.179;0;0;0;0
2.184;0;0;0;0
2.189;0;0;0;0
2.194;0;0;0;0
2.199;0;0;0;0
2.204;0;0;0;0
2.209;0;0;0;0
2.214;0;0;0;0
2.219;0;0;0;0
2.224;0;0;0;0
2.229;0;0;0;0
2.234;0;0;0;0
2.239;0;0;0;0
2.244;0;0;0;0
2.249;0;0;0;0
2.254;0;0;0;0
2.259;0;0;0;0
2.264;0;0;0;0
2.269;0;0;0;0
2.274;0;0;0;0
2.279;0;0;0;0
2.284;0;0;0;0
2.289;0;0;0;0
2.294;7;0;0;0
2.299;31;333;0;0
2.304;62;174;0;0
2.309;101;161;0;0
2.314;140;226;0;0
2.319;187;127;0;0
2.324;233;182;0;0
2.329;286;135;0;0
2.334;338;111;0;0
2.339;397;111;0;0
2.344;460;100;0;0
2.349;535;80;0;0
2.354;600;119;0;0
2.359;655;131;0;0
2.364;707;89;0;0
2.369;755;88;0;0
2.374;799;148;0;0
2.379;831;113;0;0
2.384;864;118;0;0
2.389;891;116;0;0
2.394;914;192;0;0
2.399;917;211;0;0
2.404;914;684;0;0
2.409;908;519;0;0
2.414;901;584;0;0
2.419;898;584;0;0
2.424;904;897;0;0
2.429;914;463;0;0
2.434;917;392;0;0
2.439;917;392;0;0
2.444;917;392;0;0
2.449;917;392;0;0
2.454;917;392;0;0
2.459;917;392;0;0
2.464;917;392;0;0
2.469;917;392;0;0
2.474;917;392;0;0
2.479;917;392;0;0
2.484;917;392;0;0
2.489;917;392;0;0
2.494;917;392;0;0
2.499;917;392;0;0
2.504;917;392;0;0
2.509;917;392;0;0
2.514;917;392;0;0
2.519;917;392;0;0
2.524;917;392;0;0
2.529;917;392;0;0
2.534;917;392;0;0
2.539;917;392;0;0
2.544;917;392;0;0
2.549;917;392;0;0
2.554;917;392;0;0
2.559;917;392;0;0
2.564;917;392;0;0
2.569;917;392;0;0
2.574;917;392;0;0
2.579;917;392;0;0
2.584;917;392;0;0
2.589;917;392;0;0
2.594;917;392;0;0
2.599;917;392;0;0
2.604;917;392;0;0
2.609;917;392;0;0
2.614;917;392;0;0
2.619;917;392;0;0
2.624;917;392;0;0
2.629;917;392;0;0
2.634;917;392;0;0
2.639;917;392;0;0
2.644;917;392;0;0
2.649;917;392;0;0
2.654;917;392;0;0
2.659;917;392;0;0
2.664;917;392;0;0
2.669;917;392;0;0
2.674;917;392;0;0
2.679;917;392;0;0
2.684;917;392;0;0
2.689;917;392;0;0
2.694;917;392;0;0
2.699;917;392;0;0
2.704;917;392;0;0
2.709;917;392;0;0
2.714;917;392;0;0
2.719;917;392;0;0
2.724;917;392;0;0
2.729;917;392;0;0
2.734;917;392;0;0
2.739;917;392;0;0
2.744;917;392;0;0
2.749;917;392;0;0
2.754;917;392;0;0
2.759;917;392;0;0
2.764;917;392;0;0
2.769;917;392;0;0
2.774;917;392;0;0
2.779;917;392;0;0
2.784;917;392;0;0
2.789;917;392;0;0
2.794;917;392;0;0
2.799;917;392;0;0
2.804;917;392;0;0
2.809;917;392;0;0
2.814;917;392;0;0
2.819;917;392;0;0
2.824;917;392;0;0
2.829;917;392;0;0
