t;e;i;d;set
0.0;0;0.0;0.0;0
0.0;0;0.0;0.0;0
0.0;0;0.0;0.0;0
0.003;0;0.0;0.0;0
0.006;0;0.0;0.0;0
0.009000000000000001;0;0.0;0.0;0
0.012;0;0.0;0.0;0
0.015000000000000001;0;0.0;0.0;0
0.018000000000000002;0;0.0;0.0;0
0.021;0;0.0;0.0;0
0.024;0;0.0;0.0;0
0.027;0;0.0;0.0;0
0.030000000000000002;0;0.0;0.0;0
0.033;0;0.0;0.0;0
0.036000000000000004;0;0.0;0.0;0
0.039;0;0.0;0.0;0
0.042;0;0.0;0.0;0
0.045000000000000005;0;0.0;0.0;0
0.048;0;0.0;0.0;0
0.051000000000000004;0;0.0;0.0;0
0.054;0;0.0;0.0;0
0.057;0;0.0;0.0;0
0.060000000000000005;0;0.0;0.0;0
0.063;0;0.0;0.0;0
0.066;0;0.0;0.0;0
0.069;0;0.0;0.0;0
0.07200000000000001;0;0.0;0.0;0
0.075;0;0.0;0.0;0
0.078;0;0.0;0.0;0
0.081;0;0.0;0.0;0
0.084;0;0.0;0.0;0
0.08700000000000001;0;0.0;0.0;0
0.09000000000000001;15;0.006;0.0;0
0.093;15;0.012;0.0;0
0.096;15;0.018000000000000002;0.0;0
0.099;15;0.024;0.0;0
0.10200000000000001;15;0.03;0.0;0
0.10500000000000001;15;0.036;0.0;0
0.108;15;0.041999999999999996;0.0;0
0.111;15;0.047999999999999994;0.0;0
0.114;15;0.05399999999999999;0.0;0
0.117;15;0.05999999999999999;0.0;0
0.12000000000000001;15;0.06599999999999999;0.0;0
0.12300000000000001;15;0.072;0.0;0
0.126;15;0.078;0.0;0
0.129;15;0.084;0.0;0
0.132;15;0.09000000000000001;0.0;0
0.135;15;0.09600000000000002;0.0;0
0.138;15;0.10200000000000002;0.0;0
0.14100000000000001;15;0.10800000000000003;0.0;0
0.14400000000000002;23;0.11700000000000002;0.0;0
0.14700000000000002;23;0.12600000000000003;0.0;0
0.15;23;0.13500000000000004;0.0;0
0.153;23;0.14400000000000004;0.0;0
0.156;23;0.15300000000000005;0.0;0
0.159;23;0.16200000000000006;0.0;0
0.162;23;0.17100000000000007;0.0;0
0.165;23;0.18000000000000008;0.0;0
0.168;23;0.18900000000000008;0.0;0
0.171;23;0.1980000000000001;0.0;0
0.17400000000000002;31;0.2100000000000001;0.0;0
0.17700000000000002;31;0.22200000000000011;0.0;0
0.18000000000000002;31;0.23400000000000012;0.0;0
0.183;31;0.24600000000000014;0.0;0
0.186;31;0.2580000000000001;0.0;0
0.189;31;0.27000000000000013;0.0;0
0.192;31;0.28200000000000014;0.0;0
0.195;39;0.29700000000000015;0.0;0
0.198;39;0.31200000000000017;0.0;0
0.201;39;0.3270000000000002;0.0;0
0.20400000000000001;39;0.3420000000000002;0.0;0
0.20700000000000002;39;0.3570000000000002;0.0;0
0.21000000000000002;47;0.3750000000000002;0.0;0
0.21300000000000002;47;0.39300000000000024;0.0;0
0.216;47;0.41100000000000025;0.0;0
0.219;47;0.42900000000000027;0.0;0
0.222;47;0.4470000000000003;0.0;0
0.225;54;0.4680000000000003;0.0;0
0.228;54;0.4890000000000003;0.0;0
0.231;54;0.5;0.0;0
0.234;62;0.5;0.0;0
0.23700000000000002;62;0.5;0.0;0
0.24000000000000002;62;0.5;0.0;0
0.24300000000000002;62;0.5;0.0;0
0.24600000000000002;70;0.5;0.0;0
0.249;70;0.5;0.0;0
0.252;70;0.5;0.0;0
0.255;78;0.5;0.0;0
0.258;78;0.5;0.0;0
0.261;86;0.5;0.0;0
0.264;86;0.5;0.0;0
0.267;86;0.5;0.0;0
0.27;94;0.5;0.0;0
0.273;94;0.5;0.0;0
0.276;101;0.5;0.0;0
0.279;101;0.5;0.0;0
0.28200000000000003;109;0.5;0.0;0
0.28500000000000003;109;0.5;0.0;0
0.28800000000000003;117;0.5;0.0;0
0.29100000000000004;125;0.5;0.0;0
0.29400000000000004;125;0.5;0.0;0
0.29700000000000004;133;0.5;1.0;0
0.3;140;0.5;1.0;0
0.303;140;0.5;1.0;0
0.306;148;0.5;1.0;0
0.309;156;0.5;1.0;0
0.312;164;0.5;1.0;0
0.315;164;0.5;1.0;0
0.318;171;0.5;1.0;0
0.321;179;0.5;1.0;0
0.324;187;0.5;1.0;0
0.327;195;0.5;1.0;0
0.33;202;0.5;1.0;0
0.333;210;0.5;1.0;0
0.336;218;0.5;1.0;0
0.339;225;0.5;1.0;0
0.342;241;0.5;1.0;0
0.34500000000000003;248;0.5;1.0;0
0.34800000000000003;256;0.5;1.0;0
0.35100000000000003;263;0.5;1.0;0
0.35400000000000004;278;0.5;1.0;0
0.35700000000000004;286;0.5;1.0;0
0.36000000000000004;301;0.5;1.0;0
0.36300000000000004;309;0.5;1.0;0
0.366;323;0.5;1.0;0
0.369;338;0.5;1.0;0
0.372;346;0.5;1.0;0
0.375;360;0.5;1.0;0
0.378;375;0.5;1.0;0
0.381;389;0.5;1.0;0
0.384;404;0.5;1.0;0
0.387;418;0.5;1.0;0
0.39;439;0.5;1.0;0
0.393;453;0.5;1.0;0
0.396;467;0.5;2.0;0
0.399;488;0.5;2.0;0
0.402;502;0.5;2.0;0
0.405;522;0.5;2.0;0
0.40800000000000003;542;0.5;2.0;0
0.41100000000000003;562;0.5;2.0;0
0.41400000000000003;581;0.5;2.0;0
0.41700000000000004;600;0.5;2.0;0
0.42000000000000004;619;0.5;2.0;0
0.42300000000000004;643;0.5;2.0;0
0.42600000000000005;661;0.5;2.0;0
0.42900000000000005;684;0.5;4.0;0
0.432;707;0.5;4.0;0
0.435;728;0.5;4.0;0
0.438;750;0.5;4.0;0
0.441;770;0.5;4.0;0
0.444;794;0.5;4.0;0
0.447;813;0.5;4.0;0
0.45;835;0.5;4.0;0
0.453;856;0.5;4.0;0
0.456;876;0.5;4.0;0
0.459;894;0.5;4.0;0
0.462;914;0.5;6.0;0
0.465;929;0.5;6.0;0
0.468;946;0.5;6.0;0
0.47100000000000003;960;0.5;6.0;0
0.47400000000000003;972;0.5;6.0;0
0.47700000000000004;983;0.5;6.0;0
0.48000000000000004;991;0.5;6.0;0
0.48300000000000004;996;0.5;6.0;0
0.48600000000000004;999;0.5;6.0;0
0.48900000000000005;999;0.5;6.0;0
0.49200000000000005;995;0.5;6.0;0
0.49500000000000005;987;0.5;8.0;0
0.498;977;0.5;8.0;0
0.501;962;0.5;8.0;0
0.504;940;0.5;8.0;0
0.507;917;0.5;8.0;0
0.51;887;0.5;8.0;0
0.513;856;0.5;8.0;0
0.516;818;0.5;8.0;0
0.519;775;0.5;8.0;0
0.522;723;0.5;8.0;0
0.525;673;0.5;8.0;0
0.528;612;0.5;10.0;0
0.531;555;0.5;10.0;0
0.534;488;0.5;10.0;0
0.537;418;0.5;10.0;0
0.54;346;0.5;10.0;0
0.543;271;0.5;10.0;0
0.546;195;0.5;10.0;0
0.549;117;0.5;10.0;0
0.552;39;0.5;10.0;0
0.555;-39;-0.5;10.0;0
0.558;-117;-0.5;10.0;0
0.561;-195;-0.5;10.0;0
0.5640000000000001;-271;-0.5;10.0;0
0.5670000000000001;-346;-0.5;10.0;0
0.5700000000000001;-411;-0.5;10.0;0
0.5730000000000001;-481;-0.5;10.0;0
0.5760000000000001;-542;-0.5;10.0;0
0.5790000000000001;-606;-0.5;10.0;0
0.5820000000000001;-661;-0.5;10.0;0
0.5850000000000001;-712;-0.5;10.0;0
0.5880000000000001;-760;-0.5;10.0;0
0.5910000000000001;-804;-0.5;10.0;0
0.5940000000000001;-844;-0.5;9.0;0
0.597;-876;-0.5;9.0;0
0.6;-904;-0.5;9.0;0
0.603;-929;-0.5;9.0;0
0.606;-951;-0.5;9.0;0
0.609;-966;-0.5;9.0;0
0.612;-980;-0.5;9.0;0
0.615;-990;-0.5;9.0;0
0.618;-996;-0.5;9.0;0
0.621;-999;-0.5;9.0;0
0.624;-999;-0.5;9.0;0
0.627;-998;-0.5;6.0;0
0.63;-993;-0.5;6.0;0
0.633;-987;-0.5;6.0;0
0.636;-979;-0.5;6.0;0
0.639;-970;-0.5;6.0;0
0.642;-960;-0.5;6.0;0
0.645;-948;-0.5;6.0;0
0.648;-935;-0.5;6.0;0
0.651;-923;-0.5;6.0;0
0.654;-911;-0.5;6.0;0
0.657;-894;-0.5;6.0;0
0.66;-883;-0.5;3.0;0
0.663;-868;-0.5;3.0;0
0.666;-852;-0.5;3.0;0
0.669;-840;-0.5;3.0;0
0.672;-827;-0.5;3.0;0
0.675;-813;-0.5;3.0;0
0.678;-799;-0.5;3.0;0
